preprocessed_text,target_name
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc newsgroups talkabortionaltatheismtalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusccsutexaseduuunetwrielviswricommarkp markpelviswricom mark pundurs subject year say christian morality messageid markpelviswricom sender newswricom nntppostinghost elviswricom organization wolfram research inc reference ursabearcom qiefkthorusapmchpsnide sandviksandvikkentapplecom qjdonlvhorusapmchpsnide ursabearcom date mon apr gmt line ursabearcom halatpoohbears jim halat writes article qjdonlvhorusapmchpsnide frankdsuucp frank odwyer better explain objective atom get subjective value go atom objective arent even real scientist call atom nothing mathematical model describes certain physical observable property surroundings subjective omigod operationalist sorry jim idea theory explaining myriad distinctly different observation merely model sensible people accept phobia objective reality notwithstanding mark pundurs resemblance opinion wolfram research inc purely coincidental,talk.religion.misc
xref cantaloupesrvcscmuedu altmessianic altpagan talkreligionmisc altmythology newsgroups altmessianicaltpagantalkreligionmiscaltmythology path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeducsutexaseduuunetquackpharvey pharveyquackkfucom paul harvey subject daniel v zoroaster jewish discomfort jesus messageid fgdnsquackkfucom organization duck pond public unix log guest reference bdaparanetfidonetorg fbhedquackkfucom date apr utc line article bdaparanetfidonetorg billcarlsonpfnzfidonetorg bill carlson descendant daniel suppose prove wasnt zoroaster far older daniel anything one could claim sense daniel descendant zoroaster daniel though hebrew assimilated zoroastrianism successfully introduced religion tanakh judaism however majority book hellenistic aramaic babylonian aramaic kethuvim writing status ref encyclopedia religion mircea eliade daniel hebrew daniyyel hero biblical book bear name daniel presented jew babylonian exile achieved notoriety royal court dream interpretation cryptography salvation death lion pit also appears last chapter book revealer divine mystery timetable israel restoration nationalreligious autonomy practitioner oneiromancy court described daniel written third person daniel per form interpretation alone visionaryapocalyptist daniel written first person need angel help decode vision mystery future likely name daniel pseudonymous deliberate allusion wise righteous man known ugaritic legend earlier biblical tradition ez authorship book complicated diverse narrative voice content language daniel written hebrew whereas daniel b aramaic language division parallel subject division daniel concern legend dream interpretation concern apocalyptic vision interpretation older prophecy overall chronological scheme well internal thematic balance daniel chiliastically related suggest attempt redactional unity prefatory tale emphasizing life court loyalty daniel youth ancestral religion chronological ordering discernable sequence king nebuchadrezzar darius reported dn much royal dating even tale problematic example daniel speaks nebuchadrezzar transformation beast story reported qumran scroll nabonidus belshazzar portrayed last king babylon although never king darius called mede conquered babylon placed cyrus ii persia although darius known medes followed persian darius name several persian king presumably episode daniel depicting series monarchical reversal episode ritual observance report miraculous deliverance collected seleucid period late fourth midsecond century bce order reinvigorate waning jewish hope divine providence encourage steadfast faith vision daniel reporting event reign belshazzar cyrus ii actually predicting overthrow seleucid rule palestine collected published reign antiochus iv prior maccabean revolt beginning bce jew put test concerning allegiance judaism ancestral tradition many refused desecrate statue moses endured martyr death resolute trust divine dominion vision daniel dramatize dominion different way example via image enthronement god judgment son man invested rule figure interpreted jew michael archangel christian christ chapter via zodiacal image cosmic beast bizarre manifestation chapter via complex reinterpretation ancient prophecy especially jeremiah found daniel imagery four beast chapter paralleled image four metal chapter representing four kingdom overthrown fifth monarchy divine origin one enduring image book sur vived prototype jewish christian historical apocalyptic scheme end middle age role power imagery fifteenth sixteenth century work exegete isaac abravanel scientist isaac newton philosopher jean bodin among fifth monarchy men seventeenth century england example abiding testimony use ancient topos organizing chiliastic imagination diverse thinker group schema still used day various group predicting apocalyptic advent encouragement face religious persecution found propagandized daniel contains remarkable reinterpretation isaiah regarding suffering servant god israel select faithful neither opening story daniel youth final martyrological allusion advocate violence revolt rather advocate stance piety civil disobedience trustful resignation victory faithful hand archangel michael martyr resurrected granted astral immortality persumably circle behind book maccabean fighter may reflect protopharisaic group hasid pietists theme resistance oppression freedom worship preservation monotheistic integrity overthrow historical dominion acknowledgement god heaven recur throughout book served token trust faithful darkest hour zarathushtra founder religion know zoroastrianism mazdaism mazda ahura mazda name god prophesied zarathushtra etymology history zarathushtra avestan oldest form name uncertain various iranian language related form else may old persian form zaraushtra greek form zoroastres may derived may existed old iranian form zaratushtra may linked middle iranian zrdrwsht several middle persian form zrtwsht new persian zardusht state certainty second half name ushtra mean camel form zoroaster derived greek zoroastres used traditionally european culture eighteenth century zarathustra closer original found nietzsche came common use rediscovery avesta collection sacred book zoroastrianism resulting study iranian philology see avesta notwithstanding great continued popularity zarathushtra even western culture source available u extremely fragmented heterogeneous principle source five gathas song attributed zarathushtra included yasna section avesta gatha ahunavaiti yasna gatha ushtavaiti yasna gatha spentamainyu yasna gatha vokukhshathra yasna gatha vashishtoishti yasna last probably written prophet death source considerable albeit varying importance younger avesta remaining zoroastrian religious literature particular pahlavi text ninth tenth centures ce although achaemenid inscription sixth fourth centures bce never mention zarathushtra mentioned greek source time however herodotus seems unaware avesta provide direct explicit data concerning true chronological history zarathushtra text useful indirect way clearly implies environment zoroastrianism arose iran medes persian greek source hand provide information concerning time zarathushtra although historical point view unreliable place six thousand year trojan war xanthus lydia eudoxus cnidus hermippus hermodorus aristotle plutarch diogenes laertius pliny account xanthus lydia however also interpreted mean six hundred rather six thousand year expedition xerxes greece interpretation favored diogenes laertius make reference xanthus although scholar shabazi helmut humbach recently attempted rehabilitate various pretext generally rejected although historical value greek source negligible nonetheless important show millenarian doctrine history cosmos already developed iran achaemenid period account would seem demonstrate also show time zarathushtra already seen almost mythical figure one extremely distant past lead conclusion prophet could belonged historical period contemporary even close achaemenids later zoroastrian source pahlavi text provide absolute chrono logy zarathushtra one also accepted arab author accord ing source zarathushtra lived year alexander scholar divided validity chronology view historically reliable others believe devoid historical justification convincing argument however seem support latter position figure year accurate surface represents fact general one employed sasanid propagandist locate zarathushtras lifetime roughly around beginning iranian domination number reason connected complex problem inherent iranian chronology also desire part sasanid propagandist avoid millenarian threat context zarathushtra tradition place early ninth millennium beginning cosmos converted vishtaspa age fortytwo vishtaspas conversion viewed beginning millennium thus explaining double date year alexander given unreliability available source forced reconstruct absolute chronology basis element principally contention zarathushtra must lived century cyrus great cambyses darius mention avesta great political achievement took place western iran middle first millennium bce mention history period lead iran position predominance time number reason going back much history would justified consequently traditionally accepted theory placing zara thushtra around beginning first millennium bce appears legitimate zarathushtras land origin many scholar agree basis valid argument must come eastern iran held mede largely late iranian tradition linking zarathushtra azerbaijan also linguistic reason based language avesta hypothesis however discarded suppose historical linguistic ground zarathushtra came east even though know precisely region considerable variety opinion particular matter including improbable view came chorasmia presentday khorezm wider chorasmian region reaching far oasis merv herat likely however zarathushtras land origin somewhere vast area stretching hindu kush mountain range southern region bactria arachosia modern qandahar well drangiana area lake helmand would thus located afghanistan border region iran zarathushtra tell u belonged priestly caste yasna zaotar cf sanskrit hotr priest belonging specific group connected school produced elaborate learned religious poetry even socalled younger avesta described athravan yashts general term encompassing entire priestly caste enter undergone long rigid training used lend dignity gathas content new message product great original ethical mind zarathushtra also belongs venerable priestly tradition linking india iran another way centering teaching praise ashavan possessor asha one vedic rtavan seek truth master thus becoming ashavan life almost initiate blessed death good follower teaching seek vision asha chosing right path vedic india aspired vision sun manifestation rta behind concept language lie great tradition aryan mysticism indoiranian mysticism zarathushtras greatness however lie belonged particular religious tradition rather lie innovation strength message break tradition one force fully effectively introduced two great revolutionary idea dualistic monotheism wise lord father two twin spirit beneficent evil expectation transfiguration av frashokereti pahl frashgird life existence see frashokereti monotheistic dualistic idea particular soteriological doctrine deeply separate zarathushtras teaching indoiranian tradi tions upbringing exemplify rebellion formalistic ritualistic religion provide adequate answer problem evil basic tenet zarathushtra advocated inward religiosity right individual resist imperative tradi tion numbered among greatest religious figure another original facet zarathushtras message one easy understand however hold key deeper understanding complex intellectual poetic structure gathas doctrine amesha spentas beneficent immortal spiritualization abstract notion good thought best truth desirable power bounteous devotion wholeness immortality operate according system interrelation correlation simultaneously manifestation divinity human virtue see amesha spentas name father pourushaspa possessing gray horse mother dughdova one milked know almost nothing zarathushtras life late pahlavi text also give name four brother according tradition zarathushtra left home age twenty thirty subject revelation intense powerful inspiration vision ten year passed however succeed converting cousin maidhyoimah belief strongly opposed native land kavis karapans usijs priestly group associated traditional teaching practice hostility caused leave region yasna seek refuge court kavi vishtaspa ruler converted new religion together wife hutaosa prophet according tradition fortytwo year old also know name son isat vastra desiring pasture three daughter born first wife well name two son urvatatnara commanding men hvarecithra sunfaced born second wife hvovi member influential hvogva possessing good cattle family two figure belonging hvogva family mentioned frashaoshtra jamaspa former hvovis father latter husband third daughter prophet pouruchista thoughtful whose wedding celebrated fifth hymm gathas yasna according tradition zarathushtra died age seventyseven assassinated karapan priest old religion belonged tuirya tribe called tur bradres name known pahlavi form paucity information prophet life compensated tradi tion rich legendary detail arose century zoroastrian community main text documenting tradition seventh book denkard pahlavi work dating ninth century ce well passage pahlavi text new persian work thirteenth century zarathushtnama book zarathushtra written zaratushti bahrami pazhdu mythical ritual element prevail later legend zarathushtra idealize symbol make archetype perfect man zarathushtras great popularity ancient world continued throughout renaissance enlightenment classical hellenistic period viewed wise man typical representative alien wisdom master secret heaven earth seer astrologer psychologist wonder worker pythagorean thinker went far see influence zarathushtra pythagoras academician always openly admired persian thinker founded school magi advocated doctrine dualism earliest christianity viewed zarathushtra precursor christian faith one prophesied biblical prophet advent messiah also predicted supernatural sign coming star appear east guide three magi manger bethlehem see magi christian interpretation derived zoroastrian doctrine saoshyant savior future see saoshyant later however religious struggle arose sasanid empire persia third seventh century ce linked spread christianity roman empire zarathushtras popularity christian world began decline iranian prophet praised often gnostic school seen mani one three great messenger past seen instead leader imposture heresy teacher diabolic art witchery renaiss ance enlightenment european culture reverted image zara thushtra come classical hellenistic antiquity viewed great wise man author chaldean oracle probably inventor qabbalah teacher astrology possible bridge christianity platonism time voltaire symbol nonchristian wisdom western philology rediscovered zarathushtra eighteenth nineteenth century friedrich nietzsche intentional paradox gave name zarathustra hero work also sprach zarathustra nietzsche saw iranian prophet first discovered true motive force underlying thing eternal struggle good evil see also zoroastrianism,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetbogussuranetdarwinsuranethavenumdeduuunetnewstekcomtekigtekigalanf alanftekigpentekcom alan feuerbacher newsgroups altatheismtalkreligionmisctalkorigins subject rawlins debunks creationism messageid tekigpentekcom date apr gmt reference rrvinnhpctronnewsctroncom apriastateedu sender newstekigpentekcom followupto altatheism organization tektronix inc beaverton line article apriastateedu kviastateedu warren vonroeschlaub treated matter faith francis hitching neither webster ever heard francis hitchings please answer well known evolutionist informationless phrase francis hitching author among book neck giraffe belief evolution directed sort cosmic force like darwinism wrote book neck giraffe ticknor field new connecticut p p paperback acceptance scientific world great unifying principle biology darwinism century quarter surprising amount trouble evolution darwinism often taken mean thing dont evolution life long period time fact believe evidence gathered last two century geology paleontology molecular biol ogy many scientific discipline despite many believer divine creation dispute probability evolution occurred approach certainty scientific term hand darwinism neodarwinism modern version theory seek explain evolution contrary general belief despite great effort proved research hitching turned following hitching basically sensational tv script writer scien tific credential neck giraffe claimed member royal archaeological institute inquiry institute said implied acknowledgement neck giraffe paleontologist stephen jay gould helped writing book upon inquiry gould said know information hitching also implied book endorsed richard dawkins upon inquiry dawkins stated know nothing francis hitching uncovering fact char latan good book neck giraffe one silliest ignorant read year hitching belief paranormal written mayan pyramid energy search episode bbc television reference work contemporary author vol page list member society psychical research british society dowser american society dowser writ ings include earth magic dowsing psi connection mysterious world atlas unexplained fraud mischief supernatural instead darwin hitchings book spends much time attacking dar winian evolution borrowing heavily uncritically youngearth creationist argument many hitchings ref erences lifted youngearth creationist literature rather quoted directly original source one magazine say creationevolution newsletter pp septemberoctober speaking biblical creation society interesting letter january issue journal biblical creation p concerning review francis hitchings book neck giraffe hitchings book strongly anti darwinist enthusiastically hailed cre ationists though also poke fun fundamentalist creationists letter creationist malcolm bowden author rise evolution fraud point hitching simply culled informa tion creationist literature indeed case many creationist work cited favorably anderson coffin clark daly davidheiser dewar gish morris segraves whitcomb wysong plus various antidarwinists hitching cite bowdens earlier book apemen fact fallacy bowden accuses hitching lifting several passage illustration book without acknowledgment word plagiarism hitchins sic book largely exposition creationists sic view point beginning almost end bowden point hitching also paranormalist advocate psychic evolution hitchings book earth magic wild extremely entertaining thoroughly psychic interpretation megalithic struc tures hitching also includes scheme cosmic cataclysm atlantis pyramidology dowsing esp miraculous healing astrology alan feuerbacher alanfatlaspentekcom,talk.religion.misc
xref cantaloupesrvcscmuedu altconspiracy talkpoliticsmisc talkreligionmisc newsgroups altconspiracytalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduuwmeducaenuvaarpamurdochpoeaccvirginiaedurwdf rwdfpoeaccvirginiaedu rob dobson subject message mr president know happened messageid cuvqogbmurdochaccvirginiaedu sender usenetmurdochaccvirginiaedu organization university virginia reference bskendigcqyjgewnetcomcom visserconvexconvexcom sandviksandvikkentapplecom date wed apr gmt line article sandviksandvikkentapplecom sandviknewtonapplecom kent sandvik writes im mostly angry davidians didnt spare child awful suffering see posting im bad temper well dozen child left compound original batf assualt fbi assault week later koresh really wanted kill child let many go legalize freedom,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc newsgroups talkabortionaltatheismtalkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetspoolmueduagateheadwallstanfordedunntpstanfordedurush rushlelandstanfordedu voelkerding subject year say christian morality messageid aprlelandstanfordedu sender newslelandstanfordedu mr news organization dsg stanford university ca usa reference qjdonlvhorusapmchpsnide qkpphjkyleeitechcom qkntlhorusapmchpsnide date fri apr gmt line article qkntlhorusapmchpsnide frankdsuucp frank odwyer however output science subjectively valued input problem fact observe fact justified valuing sensory input signal rather noise know everyone make call loyal relativist must assume whats signal may signal objectivity postulate sit well relativist attends system designed whim fed assumed conflicting data expectation result need satisfy noone gigo frank odwyer im hatching odwyersseie hen evelyn conlon loyal relativist even partake wonder scientific discovery borrow phrase letterman like like science medicine difference science based consensus point well made obviously discussion fact case willing play along definition hit jackpot science also tends use principle totality v locality always look small part macrocosm yet miniature piece still part total essence fact observe pertain question youre asking may place value question many case asked sake asking say youre looking signal instead listening noise beauty science take account totality aspect science say light wave particle vice versa would ignore total essence light based upon agreed upon definition even definition agree upon well communicate way many understand saying curiosity drive come dont honestly know hope havent rambled much much sleep lately clyde little girl like butterfly dont need reason robert heinlein,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetbogussuranetdarwinsuranethavenumdeduuunetvtserfccvteducsugradcsvteducsugradcsvtedunotformail marshallcsugradcsvtedu kevin marshall newsgroups altatheismtalkreligionmisctalkorigins subject rawlins debunks creationism date apr organization virginia tech computer science dept blacksburg va line messageid ritpmkcsugradcsvtedu reference rrvinnhpctronnewsctroncom nntppostinghost csugradcsvtedu kingctroncom john e king writes modern theory evolution inadequate deserves treated matter faith francis hitching modern theory creationism joe creationist like short point made hollywood make hell lot sense evolution kevin marshall computer science department virginia tech marshallcsugradcsvtedu blacksburg virginia,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnetuunetgatekeeperusoraclecombarrnetnetkyleeitechcomkyleeitechcomnotformail ekrsquickeitechcom eric rescorla newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr organization eit line messageid qktbgbmhsquickeitechcom reference qjbnnahorusapmchpsnide qkmdgskyleeitechcom qkjvcjvhorusapmchpsnide nntppostinghost squickeitechcom article qkjvcjvhorusapmchpsnide frankdsuucp frank odwyer article qjbnnahorusapmchpsnide frankdsuucp frank odwyer u collectively land america would sound like good deal well would depend much wanted u much wanted wouldnt yes would luckily parameter fixed reality predict almost accuracy american prefer portion u infinitesmal portion sense value objective dont see popularity value whether objective pls explain dont think im way beam saying something better nothing rational objective valuation nope tetanus better tetanus agree assertion value objective false ekr eric rescorla ekreitechcom would buy used code man,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc talkpoliticsguns socculturejewish newsgroups talkreligionmisctalkpoliticsgunssocculturejewish path cantaloupesrvcscmuedurochesterudelgatechhowlandrestonansnetnocnearnetnewscsbrandeisedustpipccbrandeisedu stpipccbrandeisedu arnold schwarzenweisengreenbluenbraunenburger subject who next mormon jew messageid aprnewscsbrandeisedu sender newsnewscsbrandeisedu usenet news system replyto stpipccbrandeisedu organization brandeis university reference crlnepcmurdochaccvirginiaedu rittransferstratuscom aprnewscsbrandeisedultbaminnfjappservengsuncom date fri apr gmt line ok ive got let fight gun gun yeah would help,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetusenetinscwruedupocwruedukmr kmrpocwruedu keith ryan newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date thu apr gmt organization case western reserve university line messageid kmrpocwruedu reference pwwspacatriceedu qjahhmrshorusapmchpsnide kmrpocwruedu qkhsaqhorusapmchpsnide nntppostinghost bstudentcwruedu article qkhsaqhorusapmchpsnide frankdsuucp frank odwyer writes non sequitar objective value nothing objectively valued useful value judgement science something valued sequits fine differentiating different type value hae already witnessed merging moral monatary value would like attribute attempt white washing issue mere mistake doubtful intention yes science useful useful sun start orbit earth accept bible,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins newsgroups altatheismtalkreligionmisctalkorigins path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetgatechncaruchinewsellissjchmura sjchmuraellisuchicagoedu steven joseph chmura subject real probability abiogenesis albert sabin messageid aprmidwayuchicagoedu sender newsuchinewsuchicagoedu news system replyto sjchmuramidwayuchicagoedu organization university chicago reference qqfinnbctronnewsctroncom date fri apr gmt line article qqfinnbctronnewsctroncom kingctroncom john e king adpeterssunflowerbioindianaedu andy peter recall figure one molecule forming amino acid somehow formed organic soup must get form larger molecule evolve toward becoming protein useful formation life get water destructive ultraviolet light token body water conducive necessary chemistry hard see polymerisation sp could proceeded primitive soup since presence water favor depolymerisation degree say view abiogenesis please read something modern like carle wooses origin beat warm little pond ground look archeobacteria live area hot would melt believe use machinery everday pursuit new drug therapy knowledge many stubborn problem amino acid needed life protein left handed formed randomly theory state chance one needed life protein mean theory arguing point like telling child sky fall child stubborn get anywhere would left handed p left handed really big deal many problem abiogenisis really trivial jack please jack rad modern biololgy mean book creationists modern biology pick text book read think would like wooses origin arogant man writting research brilliant steven chmura university chicago medical schoolm given enough time impossible becomes probable probable inevitable george wald origin life,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkreligionmisc newsgroups talkabortiontalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomgatechmailerccfsuedugarnetacnsfsuedudlecoint dlecointgarnetacnsfsuedu dariuslecointe subject spreading christianity christian extremist kill doctor reference yfkpqwbmtsjandrewcmuedu sender usenetmailerccfsuedu organization florida state university date tue apr gmt messageid cpuakumailerccfsuedu distribution na line david r sacco dsavandrewcmuedu convenient religion maliable suitable occassion since seems one take way one want go follow whichever bit one pleases reinterpret bit dont match one desire fact convenient capable believing god might consider going brand christianity difficulty left course picking sect join many dean kaflowitz yes christianity convenient following teaching jesus christ ten commandment convenient trying love hateful world convenient turning cheek convenient convenient burdensome time dave christian take discount ten commandment sunday cannot substituted sabbath,talk.religion.misc
path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusccsutexaseduuunetdecwrlappleapplemumboapplecomgallantapplecomsandvikkentapplecomuser sandviknewtonapplecom kent sandvik newsgroups talkreligionmisc subject good jesus died messageid sandviksandvikkentapplecom date apr gmt reference sandviksandvikkentapplecom aprorganpipeuugarizonaedu cymirfneblazecsjhuedu aprorganpipeuugarizonaedu sender newsgallantapplecom followupto talkreligionmisc organization cookamunga tourist bureau line article aprorganpipeuugarizonaedu brianlplarizonaedu brian ceccarelli said everyone world mean everyone world including child old enough speak let alone tell lie jesus say everyone cannot support referring group people somewhat smaller everyone thats right everyone even infant cannot speak yet even little child rebelliously stick finger light socket even little child want diaper changed even little child fight naptime oh boy get small baby figure much brain power first month cheer kent sandviknewtonapplecom alink ksand private activity net,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduhobbesphysicsuiowaedunewsiastateeduiscsvaxuniedusunfishcharlieusdedurfox newsgroups altatheismtalkreligionmisctalkorigins subject albert sabin messageid cuegnsunfishusdedu rfoxcharlieusdedu rich fox univ south dakota date wed apr gmt replyto rfoxcharlieusdedu sender newssunfishusdedu reference quiminnemctronnewsctroncom organization university south dakota computer science dept nntppostinghost charlie line article quiminnemctronnewsctroncom kingctroncom john e king rfoxcharlieusdedu bill taken time explain biblical scholar consider josephus reference early christian insert biblical scholar mean expert course research willing let chip fall may excludes literalists may otherwise defined biblical apologist find want find trustworthy scholarly standard others ive seen claim josephus insert flying around net often continue ignore perhaps true one josephus manuscipt say copy forger would put insert token since josephus historian biblical scholar raising flag historical scholar would think would better handle ancient secular document give researcher document page number etc jack became aware claim year ago decided check bn time net reference see robin lane fox unauthorized version p lane fox writes one passage appears comment jesus career agreed christian addition realbert sabin response cusjsunfishusdedu jim lippard april noted consensus typically indicated subtly elaine pagels gnostic gospel p wit comment attributed josephus report emphasis mine scholar sometimes even mention two josephus entry another subtlety reflecting consensus far deduce today consensus built least three thing long passage way context origen know long passage short long passage contradictory dont know reference wherein argument led consensus orginally developed anyone biblical scholar defined include theologian historian former like latter incorporate historical social technological ideological context well theology distinction blurred didnt elaborate sorry turn historian compelled incorporate theology cant say number copy however bg time gutenburg hundred first edition seems exceedingly high counting one hand seems reasonable perhaps ms without long insert anything possible destroyed practice certainly foreign religion anyway ms two entry lippart message noted talk arabic m m date critical rich fox anthro usouthdakota,talk.religion.misc
